Date,Country,Total_cases,New_cases,Total_deaths,New_deaths
31/12/19,Austria,0,0,0,0
1/1/20,Austria,0,0,0,0
2/1/20,Austria,0,0,0,0
3/1/20,Austria,0,0,0,0
4/1/20,Austria,0,0,0,0
5/1/20,Austria,0,0,0,0
6/1/20,Austria,0,0,0,0
7/1/20,Austria,0,0,0,0
8/1/20,Austria,0,0,0,0
9/1/20,Austria,0,0,0,0
10/1/20,Austria,0,0,0,0
11/1/20,Austria,0,0,0,0
12/1/20,Austria,0,0,0,0
13/1/20,Austria,0,0,0,0
14/1/20,Austria,0,0,0,0
15/1/20,Austria,0,0,0,0
16/1/20,Austria,0,0,0,0
17/1/20,Austria,0,0,0,0
18/1/20,Austria,0,0,0,0
19/1/20,Austria,0,0,0,0
20/1/20,Austria,0,0,0,0
21/1/20,Austria,0,0,0,0
22/1/20,Austria,0,0,0,0
23/1/20,Austria,0,0,0,0
24/1/20,Austria,0,0,0,0
25/1/20,Austria,0,0,0,0
26/1/20,Austria,0,0,0,0
27/1/20,Austria,0,0,0,0
28/1/20,Austria,0,0,0,0
29/1/20,Austria,0,0,0,0
30/1/20,Austria,0,0,0,0
31/1/20,Austria,0,0,0,0
1/2/20,Austria,0,0,0,0
2/2/20,Austria,0,0,0,0
3/2/20,Austria,0,0,0,0
4/2/20,Austria,0,0,0,0
5/2/20,Austria,0,0,0,0
6/2/20,Austria,0,0,0,0
7/2/20,Austria,0,0,0,0
8/2/20,Austria,0,0,0,0
9/2/20,Austria,0,0,0,0
10/2/20,Austria,0,0,0,0
11/2/20,Austria,0,0,0,0
12/2/20,Austria,0,0,0,0
13/2/20,Austria,0,0,0,0
14/2/20,Austria,0,0,0,0
15/2/20,Austria,0,0,0,0
16/2/20,Austria,0,0,0,0
17/2/20,Austria,0,0,0,0
18/2/20,Austria,0,0,0,0
19/2/20,Austria,0,0,0,0
20/2/20,Austria,0,0,0,0
21/2/20,Austria,0,0,0,0
22/2/20,Austria,0,0,0,0
23/2/20,Austria,0,0,0,0
24/2/20,Austria,0,0,0,0
25/2/20,Austria,0,0,0,0
26/2/20,Austria,2,2,0,0
27/2/20,Austria,2,0,0,0
28/2/20,Austria,5,3,0,0
29/2/20,Austria,7,2,0,0
1/3/20,Austria,10,3,0,0
2/3/20,Austria,14,4,0,0
3/3/20,Austria,18,4,0,0
4/3/20,Austria,24,6,0,0
5/3/20,Austria,29,5,0,0
6/3/20,Austria,41,12,0,0
7/3/20,Austria,74,33,0,0
8/3/20,Austria,99,25,0,0
9/3/20,Austria,102,3,0,0
10/3/20,Austria,131,29,0,0
11/3/20,Austria,182,51,0,0
12/3/20,Austria,246,64,0,0
13/3/20,Austria,361,115,1,1
14/3/20,Austria,504,143,1,0
15/3/20,Austria,655,151,1,0
16/3/20,Austria,860,205,1,0
17/3/20,Austria,1016,156,3,2
18/3/20,Austria,1332,316,3,0
19/3/20,Austria,1646,314,4,1
20/3/20,Austria,2196,550,6,2
21/3/20,Austria,2649,453,6,0
22/3/20,Austria,3024,375,8,2
23/3/20,Austria,3631,607,16,8
24/3/20,Austria,4486,855,25,9
25/3/20,Austria,5282,796,30,5
26/3/20,Austria,5888,606,34,4
27/3/20,Austria,7029,1141,52,18
28/3/20,Austria,7697,668,68,16
29/3/20,Austria,8291,594,68,0
30/3/20,Austria,8813,522,86,18
31/3/20,Austria,9618,805,108,22
1/4/20,Austria,10182,564,128,20
2/4/20,Austria,10711,529,146,18
3/4/20,Austria,11129,418,158,12
4/4/20,Austria,11525,396,168,10
5/4/20,Austria,11766,241,186,18
6/4/20,Austria,11983,217,204,18
7/4/20,Austria,12297,314,220,16
8/4/20,Austria,12640,343,243,23
9/4/20,Austria,12969,329,273,30
10/4/20,Austria,13248,279,295,22
11/4/20,Austria,13560,312,319,24
12/4/20,Austria,13807,247,337,18
13/4/20,Austria,13937,130,350,13
14/4/20,Austria,14043,106,368,18
15/4/20,Austria,14234,191,384,16
16/4/20,Austria,14370,136,393,9
17/4/20,Austria,14448,78,410,17
18/4/20,Austria,14603,155,431,21
19/4/20,Austria,14662,59,443,12
20/4/20,Austria,14710,48,452,9
21/4/20,Austria,14783,73,462,10
22/4/20,Austria,14833,50,463,1
23/4/20,Austria,14924,91,494,31
24/4/20,Austria,14985,61,508,14
25/4/20,Austria,15068,83,513,5
26/4/20,Austria,15134,66,536,23
27/4/20,Austria,15189,55,542,6
28/4/20,Austria,15256,67,549,7
29/4/20,Austria,15314,58,569,20
30/4/20,Austria,15364,50,580,11
1/5/20,Austria,15424,60,584,4
2/5/20,Austria,15458,34,589,5
3/5/20,Austria,15470,12,596,7
4/5/20,Austria,15538,68,598,2
5/5/20,Austria,15569,31,600,2
6/5/20,Austria,15586,17,606,6
7/5/20,Austria,15651,65,608,2
8/5/20,Austria,15673,22,609,1
9/5/20,Austria,15735,62,614,5
10/5/20,Austria,15777,42,615,1
11/5/20,Austria,15787,10,618,3
12/5/20,Austria,15874,87,620,2
13/5/20,Austria,15910,36,623,3
14/5/20,Austria,15964,54,624,1
15/5/20,Austria,16005,41,626,2
16/5/20,Austria,16068,63,628,2
17/5/20,Austria,16140,72,628,0
18/5/20,Austria,16154,14,629,1
19/5/20,Austria,16179,25,629,0
20/5/20,Austria,16257,78,632,3
21/5/20,Austria,16275,18,633,1
22/5/20,Austria,16332,57,633,0
23/5/20,Austria,16361,29,635,2
24/5/20,Austria,16407,46,639,4
25/5/20,Austria,16439,32,640,1
26/5/20,Austria,16459,20,641,1
27/5/20,Austria,16497,38,643,2
28/5/20,Austria,16515,18,645,2
29/5/20,Austria,16543,28,668,23
30/5/20,Austria,16594,51,668,0
31/5/20,Austria,16638,44,668,0
1/6/20,Austria,16642,4,668,0
2/6/20,Austria,16663,21,668,0
3/6/20,Austria,16674,11,669,1
4/6/20,Austria,16705,31,670,1
5/6/20,Austria,16741,36,670,0
6/6/20,Austria,16803,62,672,2
7/6/20,Austria,16822,19,672,0
8/6/20,Austria,16868,46,672,0
9/6/20,Austria,16889,21,672,0
10/6/20,Austria,16902,13,672,0
11/6/20,Austria,16936,34,673,1
12/6/20,Austria,16964,28,674,1
13/6/20,Austria,16994,30,675,1
14/6/20,Austria,17014,20,677,2
15/6/20,Austria,17038,24,677,0
16/6/20,Austria,17065,27,678,1
17/6/20,Austria,17098,33,681,3
18/6/20,Austria,17115,17,687,6
19/6/20,Austria,17155,40,688,1
20/6/20,Austria,17185,30,688,0
21/6/20,Austria,17247,62,688,0
22/6/20,Austria,17285,38,690,2
23/6/20,Austria,17320,35,690,0
24/6/20,Austria,17351,31,693,3
25/6/20,Austria,17384,33,693,0
26/6/20,Austria,17431,47,698,5
27/6/20,Austria,17498,67,698,0
31/12/19,Iraq,0,0,0,0
1/1/20,Iraq,0,0,0,0
2/1/20,Iraq,0,0,0,0
3/1/20,Iraq,0,0,0,0
4/1/20,Iraq,0,0,0,0
5/1/20,Iraq,0,0,0,0
6/1/20,Iraq,0,0,0,0
7/1/20,Iraq,0,0,0,0
8/1/20,Iraq,0,0,0,0
9/1/20,Iraq,0,0,0,0
10/1/20,Iraq,0,0,0,0
11/1/20,Iraq,0,0,0,0
12/1/20,Iraq,0,0,0,0
13/1/20,Iraq,0,0,0,0
14/1/20,Iraq,0,0,0,0
15/1/20,Iraq,0,0,0,0
16/1/20,Iraq,0,0,0,0
17/1/20,Iraq,0,0,0,0
18/1/20,Iraq,0,0,0,0
19/1/20,Iraq,0,0,0,0
20/1/20,Iraq,0,0,0,0
21/1/20,Iraq,0,0,0,0
22/1/20,Iraq,0,0,0,0
23/1/20,Iraq,0,0,0,0
24/1/20,Iraq,0,0,0,0
25/1/20,Iraq,0,0,0,0
26/1/20,Iraq,0,0,0,0
27/1/20,Iraq,0,0,0,0
28/1/20,Iraq,0,0,0,0
29/1/20,Iraq,0,0,0,0
30/1/20,Iraq,0,0,0,0
31/1/20,Iraq,0,0,0,0
1/2/20,Iraq,0,0,0,0
2/2/20,Iraq,0,0,0,0
3/2/20,Iraq,0,0,0,0
4/2/20,Iraq,0,0,0,0
5/2/20,Iraq,0,0,0,0
6/2/20,Iraq,0,0,0,0
7/2/20,Iraq,0,0,0,0
8/2/20,Iraq,0,0,0,0
9/2/20,Iraq,0,0,0,0
10/2/20,Iraq,0,0,0,0
11/2/20,Iraq,0,0,0,0
12/2/20,Iraq,0,0,0,0
13/2/20,Iraq,0,0,0,0
14/2/20,Iraq,0,0,0,0
15/2/20,Iraq,0,0,0,0
16/2/20,Iraq,0,0,0,0
17/2/20,Iraq,0,0,0,0
18/2/20,Iraq,0,0,0,0
19/2/20,Iraq,0,0,0,0
20/2/20,Iraq,0,0,0,0
21/2/20,Iraq,0,0,0,0
22/2/20,Iraq,0,0,0,0
23/2/20,Iraq,0,0,0,0
24/2/20,Iraq,0,0,0,0
25/2/20,Iraq,1,1,0,0
26/2/20,Iraq,5,4,0,0
27/2/20,Iraq,5,0,0,0
28/2/20,Iraq,6,1,0,0
29/2/20,Iraq,7,1,0,0
1/3/20,Iraq,13,6,0,0
2/3/20,Iraq,19,6,0,0
3/3/20,Iraq,21,2,0,0
4/3/20,Iraq,26,5,0,0
5/3/20,Iraq,31,5,0,0
6/3/20,Iraq,38,7,2,2
8/3/20,Iraq,54,16,2,0
9/3/20,Iraq,61,7,6,4
11/3/20,Iraq,61,0,6,0
12/3/20,Iraq,70,9,8,2
13/3/20,Iraq,74,4,8,0
14/3/20,Iraq,85,11,9,1
15/3/20,Iraq,85,0,9,0
16/3/20,Iraq,124,39,9,0
17/3/20,Iraq,124,0,9,0
18/3/20,Iraq,154,30,11,2
19/3/20,Iraq,164,10,12,1
20/3/20,Iraq,177,13,12,0
21/3/20,Iraq,193,16,14,2
22/3/20,Iraq,214,21,17,3
23/3/20,Iraq,233,19,20,3
24/3/20,Iraq,266,33,23,3
25/3/20,Iraq,316,50,27,4
26/3/20,Iraq,346,30,29,2
27/3/20,Iraq,382,36,36,7
28/3/20,Iraq,458,76,40,4
29/3/20,Iraq,506,48,42,2
30/3/20,Iraq,547,41,42,0
31/3/20,Iraq,630,83,46,4
1/4/20,Iraq,694,64,50,4
2/4/20,Iraq,694,0,50,0
3/4/20,Iraq,772,78,54,4
4/4/20,Iraq,772,0,54,0
5/4/20,Iraq,878,106,56,2
6/4/20,Iraq,961,83,61,5
7/4/20,Iraq,1031,70,64,3
8/4/20,Iraq,1031,0,64,0
9/4/20,Iraq,1202,171,69,5
10/4/20,Iraq,1232,30,69,0
11/4/20,Iraq,1279,47,70,1
12/4/20,Iraq,1318,39,72,2
13/4/20,Iraq,1352,34,76,4
14/4/20,Iraq,1378,26,78,2
15/4/20,Iraq,1400,22,78,0
16/4/20,Iraq,1415,15,79,1
17/4/20,Iraq,1434,19,80,1
18/4/20,Iraq,1482,48,81,1
19/4/20,Iraq,1482,0,81,0
20/4/20,Iraq,1539,57,82,1
21/4/20,Iraq,1574,35,82,0
22/4/20,Iraq,1602,28,83,1
23/4/20,Iraq,1602,0,83,0
24/4/20,Iraq,1677,75,83,0
25/4/20,Iraq,1708,31,86,3
26/4/20,Iraq,1763,55,86,0
27/4/20,Iraq,1820,57,87,1
28/4/20,Iraq,1847,27,88,1
29/4/20,Iraq,1847,0,88,0
30/4/20,Iraq,2003,156,92,4
1/5/20,Iraq,2085,82,93,1
2/5/20,Iraq,2153,68,94,1
3/5/20,Iraq,2219,66,95,1
4/5/20,Iraq,2296,77,97,2
5/5/20,Iraq,2346,50,98,1
6/5/20,Iraq,2431,85,102,4
7/5/20,Iraq,2480,49,102,0
8/5/20,Iraq,2543,63,102,0
9/5/20,Iraq,2603,60,104,2
10/5/20,Iraq,2679,76,107,3
11/5/20,Iraq,2767,88,109,2
12/5/20,Iraq,2818,51,110,1
13/5/20,Iraq,2913,95,112,2
14/5/20,Iraq,3032,119,115,3
15/5/20,Iraq,3143,111,115,0
16/5/20,Iraq,3193,50,117,2
17/5/20,Iraq,3260,67,121,4
18/5/20,Iraq,3404,144,123,2
19/5/20,Iraq,3554,150,127,4
20/5/20,Iraq,3611,57,131,4
21/5/20,Iraq,3724,113,134,3
22/5/20,Iraq,3877,153,140,6
23/5/20,Iraq,3964,87,147,7
24/5/20,Iraq,4272,308,152,5
25/5/20,Iraq,4469,197,160,8
26/5/20,Iraq,4632,163,163,3
27/5/20,Iraq,4848,216,169,6
28/5/20,Iraq,5135,287,175,6
29/5/20,Iraq,5457,322,179,4
30/5/20,Iraq,5873,416,185,6
31/5/20,Iraq,6179,306,195,10
1/6/20,Iraq,6439,260,205,10
2/6/20,Iraq,6868,429,215,10
3/6/20,Iraq,7387,519,235,20
4/6/20,Iraq,8168,781,256,21
5/6/20,Iraq,8840,672,271,15
6/6/20,Iraq,9846,1006,285,14
7/6/20,Iraq,11098,1252,318,33
8/6/20,Iraq,12366,1268,346,28
9/6/20,Iraq,13481,1115,370,24
10/6/20,Iraq,14268,787,392,22
11/6/20,Iraq,15414,1146,426,34
12/6/20,Iraq,16675,1261,457,31
13/6/20,Iraq,17770,1095,496,39
14/6/20,Iraq,18950,1180,549,53
15/6/20,Iraq,20209,1259,607,58
16/6/20,Iraq,21315,1106,652,45
17/6/20,Iraq,22700,1385,712,60
18/6/20,Iraq,24254,1554,773,61
19/6/20,Iraq,25717,1463,856,83
20/6/20,Iraq,25717,0,856,0
21/6/20,Iraq,29222,3505,1013,157
22/6/20,Iraq,30868,1646,1100,87
23/6/20,Iraq,32676,1808,1167,67
24/6/20,Iraq,34502,1826,1251,84
25/6/20,Iraq,36702,2200,1330,79
26/6/20,Iraq,39139,2437,1437,107
27/6/20,Iraq,41193,2054,1559,122
31/12/19,Israel,0,0,0,0
1/1/20,Israel,0,0,0,0
2/1/20,Israel,0,0,0,0
3/1/20,Israel,0,0,0,0
4/1/20,Israel,0,0,0,0
5/1/20,Israel,0,0,0,0
6/1/20,Israel,0,0,0,0
7/1/20,Israel,0,0,0,0
8/1/20,Israel,0,0,0,0
9/1/20,Israel,0,0,0,0
10/1/20,Israel,0,0,0,0
11/1/20,Israel,0,0,0,0
12/1/20,Israel,0,0,0,0
13/1/20,Israel,0,0,0,0
14/1/20,Israel,0,0,0,0
15/1/20,Israel,0,0,0,0
16/1/20,Israel,0,0,0,0
17/1/20,Israel,0,0,0,0
18/1/20,Israel,0,0,0,0
19/1/20,Israel,0,0,0,0
20/1/20,Israel,0,0,0,0
21/1/20,Israel,0,0,0,0
22/1/20,Israel,0,0,0,0
23/1/20,Israel,0,0,0,0
24/1/20,Israel,0,0,0,0
25/1/20,Israel,0,0,0,0
26/1/20,Israel,0,0,0,0
27/1/20,Israel,0,0,0,0
28/1/20,Israel,0,0,0,0
29/1/20,Israel,0,0,0,0
30/1/20,Israel,0,0,0,0
31/1/20,Israel,0,0,0,0
1/2/20,Israel,0,0,0,0
2/2/20,Israel,0,0,0,0
3/2/20,Israel,0,0,0,0
4/2/20,Israel,0,0,0,0
5/2/20,Israel,0,0,0,0
6/2/20,Israel,0,0,0,0
7/2/20,Israel,0,0,0,0
8/2/20,Israel,0,0,0,0
9/2/20,Israel,0,0,0,0
10/2/20,Israel,0,0,0,0
11/2/20,Israel,0,0,0,0
12/2/20,Israel,0,0,0,0
13/2/20,Israel,0,0,0,0
14/2/20,Israel,0,0,0,0
15/2/20,Israel,0,0,0,0
16/2/20,Israel,0,0,0,0
17/2/20,Israel,0,0,0,0
18/2/20,Israel,0,0,0,0
19/2/20,Israel,0,0,0,0
20/2/20,Israel,0,0,0,0
21/2/20,Israel,0,0,0,0
22/2/20,Israel,1,1,0,0
23/2/20,Israel,1,0,0,0
24/2/20,Israel,2,1,0,0
25/2/20,Israel,2,0,0,0
26/2/20,Israel,2,0,0,0
27/2/20,Israel,2,0,0,0
28/2/20,Israel,3,1,0,0
29/2/20,Israel,7,4,0,0
1/3/20,Israel,7,0,0,0
2/3/20,Israel,10,3,0,0
3/3/20,Israel,NaN,NaN,NaN,NaN
4/3/20,Israel,NaN,NaN,NaN,NaN
5/3/20,Israel,15,5,0,0
6/3/20,Israel,17,2,0,0
7/3/20,Israel,19,2,0,0
8/3/20,Israel,25,6,0,0
9/3/20,Israel,39,14,0,0
10/3/20,Israel,NaN,NaN,NaN,NaN
11/3/20,Israel,70,31,0,0
12/3/20,Israel,82,12,0,0
13/3/20,Israel,96,14,0,0
14/3/20,Israel,116,20,0,0
15/3/20,Israel,178,62,0,0
16/3/20,Israel,250,72,0,0
17/3/20,Israel,260,10,0,0
18/3/20,Israel,427,167,0,0
19/3/20,Israel,433,6,0,0
20/3/20,Israel,677,244,0,0
21/3/20,Israel,712,35,1,1
22/3/20,Israel,883,171,1,0
23/3/20,Israel,1071,188,1,0
24/3/20,Israel,1442,371,1,0
25/3/20,Israel,1930,488,3,2
26/3/20,Israel,2369,439,5,2
27/3/20,Israel,2666,297,8,3
28/3/20,Israel,3035,369,10,2
29/3/20,Israel,3619,584,12,2
30/3/20,Israel,4247,628,15,3
31/3/20,Israel,4473,226,17,2
1/4/20,Israel,4916,443,20,3
2/4/20,Israel,5591,675,21,1
3/4/20,Israel,6252,661,34,13
4/4/20,Israel,7428,1176,39,5
5/4/20,Israel,8018,590,46,7
6/4/20,Israel,8430,412,49,3
7/4/20,Israel,8904,474,57,8
8/4/20,Israel,9248,344,65,8
9/4/20,Israel,9404,156,71,6
10/4/20,Israel,9968,564,86,15
11/4/20,Israel,10408,440,95,9
12/4/20,Israel,10743,335,101,6
13/4/20,Israel,11145,402,103,2
14/4/20,Israel,11586,441,116,13
15/4/20,Israel,12046,460,123,7
16/4/20,Israel,12501,455,130,7
17/4/20,Israel,12758,257,142,12
18/4/20,Israel,12982,224,151,9
19/4/20,Israel,13265,283,164,13
20/4/20,Israel,13491,226,172,8
21/4/20,Israel,13713,222,177,5
22/4/20,Israel,13942,229,184,7
23/4/20,Israel,14592,650,191,7
24/4/20,Israel,14882,290,193,2
25/4/20,Israel,15058,176,194,1
26/4/20,Israel,15298,240,199,5
27/4/20,Israel,15398,100,199,0
28/4/20,Israel,15466,68,202,3
29/4/20,Israel,15589,123,208,6
30/4/20,Israel,15834,245,215,7
1/5/20,Israel,15946,112,222,7
2/5/20,Israel,16101,155,225,3
3/5/20,Israel,16185,84,229,4
4/5/20,Israel,16208,23,232,3
5/5/20,Israel,16246,38,235,3
6/5/20,Israel,16289,43,238,3
7/5/20,Israel,16310,21,239,1
8/5/20,Israel,16381,71,240,1
9/5/20,Israel,16436,55,245,5
10/5/20,Israel,16454,18,247,2
11/5/20,Israel,16477,23,252,5
12/5/20,Israel,16506,29,258,6
13/5/20,Israel,16529,23,260,2
14/5/20,Israel,16548,19,264,4
15/5/20,Israel,16579,31,265,1
16/5/20,Israel,16589,10,266,1
17/5/20,Israel,16608,19,268,2
18/5/20,Israel,16617,9,272,4
19/5/20,Israel,16621,4,272,0
20/5/20,Israel,16650,29,277,5
21/5/20,Israel,16670,20,279,2
22/5/20,Israel,16690,20,279,0
23/5/20,Israel,16690,0,279,0
24/5/20,Israel,16690,0,279,0
25/5/20,Israel,16720,30,280,1
26/5/20,Israel,16734,14,281,1
27/5/20,Israel,16757,23,281,0
28/5/20,Israel,16793,36,281,0
29/5/20,Israel,16872,79,284,3
30/5/20,Israel,16987,115,284,0
31/5/20,Israel,17012,25,284,0
1/6/20,Israel,17071,59,285,1
2/6/20,Israel,17219,148,287,2
3/6/20,Israel,17342,123,290,3
4/6/20,Israel,17429,87,291,1
5/6/20,Israel,17562,133,291,0
6/6/20,Israel,17706,144,292,1
7/6/20,Israel,17783,77,297,5
8/6/20,Israel,17915,132,298,1
9/6/20,Israel,18089,174,298,0
10/6/20,Israel,18268,179,299,1
11/6/20,Israel,18355,87,299,0
12/6/20,Israel,18701,346,300,1
13/6/20,Israel,18876,175,300,0
14/6/20,Israel,19008,132,300,0
15/6/20,Israel,19121,113,302,2
16/6/20,Israel,19338,217,302,0
17/6/20,Israel,19637,299,303,1
18/6/20,Israel,19894,257,303,0
19/6/20,Israel,20036,142,303,0
20/6/20,Israel,20339,303,304,1
21/6/20,Israel,20633,294,305,1
22/6/20,Israel,20778,145,306,1
23/6/20,Israel,21082,304,307,1
24/6/20,Israel,21512,430,308,1
25/6/20,Israel,22044,532,308,0
26/6/20,Israel,22400,356,309,1
27/6/20,Israel,22800,400,314,5
31/12/19,Italy,0,0,0,0
1/1/20,Italy,0,0,0,0
2/1/20,Italy,0,0,0,0
3/1/20,Italy,0,0,0,0
4/1/20,Italy,0,0,0,0
5/1/20,Italy,0,0,0,0
6/1/20,Italy,0,0,0,0
7/1/20,Italy,0,0,0,0
8/1/20,Italy,0,0,0,0
9/1/20,Italy,0,0,0,0
10/1/20,Italy,0,0,0,0
11/1/20,Italy,0,0,0,0
12/1/20,Italy,0,0,0,0
13/1/20,Italy,0,0,0,0
14/1/20,Italy,0,0,0,0
15/1/20,Italy,0,0,0,0
16/1/20,Italy,0,0,0,0
17/1/20,Italy,0,0,0,0
18/1/20,Italy,0,0,0,0
19/1/20,Italy,0,0,0,0
20/1/20,Italy,0,0,0,0
21/1/20,Italy,0,0,0,0
22/1/20,Italy,0,0,0,0
23/1/20,Italy,0,0,0,0
24/1/20,Italy,0,0,0,0
25/1/20,Italy,0,0,0,0
26/1/20,Italy,0,0,0,0
27/1/20,Italy,0,0,0,0
28/1/20,Italy,0,0,0,0
29/1/20,Italy,0,0,0,0
30/1/20,Italy,0,0,0,0
31/1/20,Italy,3,3,0,0
1/2/20,Italy,3,0,0,0
2/2/20,Italy,3,0,0,0
3/2/20,Italy,3,0,0,0
4/2/20,Italy,3,0,0,0
5/2/20,Italy,3,0,0,0
6/2/20,Italy,3,0,0,0
7/2/20,Italy,3,0,0,0
8/2/20,Italy,3,0,0,0
9/2/20,Italy,3,0,0,0
10/2/20,Italy,3,0,0,0
11/2/20,Italy,3,0,0,0
12/2/20,Italy,3,0,0,0
13/2/20,Italy,3,0,0,0
14/2/20,Italy,3,0,0,0
15/2/20,Italy,3,0,0,0
16/2/20,Italy,3,0,0,0
17/2/20,Italy,3,0,0,0
18/2/20,Italy,3,0,0,0
19/2/20,Italy,3,0,0,0
20/2/20,Italy,3,0,0,0
21/2/20,Italy,3,0,0,0
22/2/20,Italy,17,14,0,0
23/2/20,Italy,79,62,2,2
24/2/20,Italy,132,53,2,0
25/2/20,Italy,229,97,6,4
26/2/20,Italy,322,93,11,5
27/2/20,Italy,400,78,12,1
28/2/20,Italy,650,250,17,5
29/2/20,Italy,888,238,21,4
1/3/20,Italy,1128,240,29,8
2/3/20,Italy,1689,561,35,6
3/3/20,Italy,2036,347,52,17
4/3/20,Italy,2502,466,80,28
5/3/20,Italy,3089,587,107,27
6/3/20,Italy,3858,769,148,41
7/3/20,Italy,4636,778,197,49
8/3/20,Italy,5883,1247,233,36
9/3/20,Italy,7375,1492,366,133
10/3/20,Italy,9172,1797,464,98
11/3/20,Italy,10149,977,631,167
12/3/20,Italy,12462,2313,827,196
13/3/20,Italy,15113,2651,1016,189
14/3/20,Italy,17660,2547,1268,252
15/3/20,Italy,21157,3497,1441,173
16/3/20,Italy,23980,2823,1811,370
17/3/20,Italy,27980,4000,2158,347
18/3/20,Italy,31506,3526,2505,347
19/3/20,Italy,35713,4207,2978,473
20/3/20,Italy,41035,5322,3407,429
21/3/20,Italy,47021,5986,4032,625
22/3/20,Italy,53578,6557,4827,795
23/3/20,Italy,59138,5560,5476,649
24/3/20,Italy,63927,4789,6077,601
25/3/20,Italy,69176,5249,6820,743
26/3/20,Italy,74386,5210,7505,685
27/3/20,Italy,80539,6153,8165,660
28/3/20,Italy,86498,5959,9136,971
29/3/20,Italy,92472,5974,10023,887
30/3/20,Italy,97689,5217,10781,758
31/3/20,Italy,101739,4050,11591,810
1/4/20,Italy,105792,4053,12430,839
2/4/20,Italy,110574,4782,13157,727
3/4/20,Italy,115242,4668,13917,760
4/4/20,Italy,119827,4585,14681,764
